,FEATURE,0-1.2 BEFORE,0-1.2 IN,0-1.2 AFTER,1.2-1.4 BEFORE,1.2-1.4 IN,1.2-1.4 AFTER,1.4-1.6 BEFORE,1.4-1.6 IN,1.4-1.6 AFTER,1.6-1.8 BEFORE,1.6-1.8 IN,1.6-1.8 AFTER,1.8-2.0 BEFORE,1.8-2.0 IN,1.8-2.0 AFTER,2.0-inf BEFORE,2.0-inf IN,2.0-inf AFTER
1637,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1640,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,gene,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,CDS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1643,gene,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,ncRNA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1645,gene,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,CDS,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1647,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1653,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1656,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,gene,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,tRNA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1711,tRNA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,gene,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,CDS,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,tRNA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,tRNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,gene,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1724,tRNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,tRNA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1731,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1735,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1736,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1737,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1742,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1743,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1744,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1749,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,gene,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,CDS,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,gene,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,CDS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1799,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1816,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1817,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1820,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1826,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,gene,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,CDS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,gene,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,CDS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,gene,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,CDS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1934,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1936,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1943,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1944,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1947,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,gene,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950,CDS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1955,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,CDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1959,gene,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
